PolyOrigin-PolyAncestry,designinfo
population,A,B,C
1,2,0,0
2,1,1,0
3,1,0,1
4,0,1,1
PolyOrigin-PolyAncestry,parentinfo
individual,ploidy
A,4
B,4
C,4
PolyOrigin-PolyAncestry,offspringinfo
individual,population,ploidy,isoutlier
AxA0001,1,4,false
AxA0002,1,4,false
AxA0003,1,4,false
AxA0004,1,4,false
AxA0005,1,4,false
AxA0006,1,4,false
AxA0007,1,4,false
AxA0008,1,4,false
AxA0009,1,4,false
AxA0010,1,4,false
AxB0001,2,4,false
AxB0002,2,4,false
AxB0003,2,4,false
AxB0004,2,4,false
AxB0005,2,4,false
AxB0006,2,4,false
AxB0007,2,4,false
AxB0008,2,4,false
AxB0009,2,4,false
AxB0010,2,4,false
AxC0001,3,4,false
AxC0002,3,4,false
AxC0003,3,4,false
AxC0004,3,4,false
AxC0005,3,4,false
AxC0006,3,4,false
AxC0007,3,4,false
AxC0008,3,4,false
AxC0009,3,4,false
AxC0010,3,4,false
BxC0001,4,4,false
BxC0002,4,4,false
BxC0003,4,4,false
BxC0004,4,4,false
BxC0005,4,4,false
BxC0006,4,4,false
BxC0007,4,4,false
BxC0008,4,4,false
BxC0009,4,4,false
BxC0010,4,4,false
PolyOrigin-PolyAncestry,delmarker
marker,chromosome,position
PolyOrigin-PolyAncestry,correction
round,marker,chromosome,parent,old_genotype,new_genotype,old_nerr,new_nerr
A,BxC0004,4,7|8|15|16,1:4-2:3|5:7-6:8|1:2:3:4-1:2:3:4|5:7-6:8|1:4-2:3|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-13.48|-15.186|-15.326|-17.033,0.731|0.1328|0.1154|0.0209
A,BxC0005,4,6|14|8|16,1:3-2:4|5:7-6:8|1:3-2:4|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:7-6:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-29.206|-32.112|-33.107|-36.014,0.9294|0.0508|0.0188|0.001
A,BxC0006,4,3|15|4|16,1:4-2:3|5:6-7:8|1:4-2:3|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:6-7:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-21.434|-24.236|-24.274|-27.076,0.8908|0.054|0.052|0.0032
A,BxC0007,4,11|7|15|12|8|16,1:4-2:3|5:8-6:7|1:4-2:3|5:7-6:8|1:4-2:3|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:8-6:7|1:2:3:4-1:2:3:4|5:7-6:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-22.144|-22.504|-22.971|-25.192|-25.676|-26.052,0.4481|0.3126|0.1959|0.0213|0.0131|0.009
A,BxC0008,4,6|14|8|16,1:3-2:4|5:7-6:8|1:3-2:4|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:7-6:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-30.183|-33.073|-34.106|-36.996,0.929|0.0516|0.0184|0.001
A,BxC0009,4,1|4|13|16,1:2-3:4|5:6-7:8|1:2:3:4-1:2:3:4|5:6-7:8|1:2-3:4|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-30.66|-34.622|-35.401|-39.362,0.9728|0.0185|0.0085|0.0002
A,BxC0010,4,7|8|15|16,1:4-2:3|5:7-6:8|1:2:3:4-1:2:3:4|5:7-6:8|1:4-2:3|5:6:7:8-5:6:7:8|1:2:3:4-1:2:3:4|5:6:7:8-5:6:7:8,-26.308|-28.066|-29.044|-30.804,0.8009|0.1382|0.0519|0.0089
PolyOrigin-PolyAncestry,parentgeno
marker,chromosome,position,A,B,C
A_0001,A,0.0,1|1|1|2,2|2|1|1,2|1|2|1
A_0002,A,3.32,2|2|2|2,2|2|1|1,2|2|2|2
A_0003,A,4.19,2|2|1|2,2|1|2|1,2|2|1|2
A_0004,A,4.79,1|1|1|2,2|1|2|1,2|2|2|1
A_0005,A,4.96,2|2|2|1,2|1|2|2,1|1|1|1
A_0006,A,5.19,1|1|1|2,2|2|1|1,1|1|1|2
A_0007,A,6.09,2|2|2|1,2|1|1|2,2|1|2|2
A_0008,A,6.17,2|2|1|1,2|1|2|1,2|1|2|1
A_0009,A,6.8,2|2|2|1,2|1|1|2,2|2|2|2
A_0010,A,7.44,2|1|2|2,1|1|2|1,1|2|1|1
A_0011,A,7.76,1|1|1|2,1|1|1|2,1|2|1|1
A_0012,A,7.89,1|1|1|2,1|1|1|2,2|1|2|2
A_0013,A,8.17,2|1|1|2,2|2|1|2,2|1|2|2
A_0014,A,9.28,1|1|1|1,1|1|1|1,2|2|2|2
A_0015,A,9.93,1|2|1|2,1|2|1|1,1|2|1|2
A_0016,A,10.62,2|2|1|2,1|1|1|2,2|1|2|2
A_0017,A,11.23,2|1|2|2,2|1|2|1,2|1|1|1
A_0018,A,11.72,2|1|2|1,1|1|1|2,1|1|2|2
A_0019,A,11.91,2|1|1|2,1|2|1|1,1|2|2|2
A_0020,A,12.85,2|2|1|2,2|2|2|1,2|1|1|1
A_0021,A,12.92,1|1|2|2,1|1|1|2,2|2|2|1
A_0022,A,13.94,2|2|2|2,2|2|1|2,1|2|1|2
A_0023,A,15.32,1|1|1|2,1|2|2|1,1|1|2|2
A_0024,A,15.54,2|2|2|2,1|2|1|2,1|2|2|2
A_0025,A,16.89,2|2|1|2,1|2|2|1,2|1|1|2
A_0026,A,16.96,1|1|2|2,1|1|1|2,1|1|1|1
A_0027,A,19.21,2|2|2|1,1|2|2|2,2|1|1|2
A_0028,A,19.46,2|1|2|2,1|1|1|2,1|1|2|1
A_0029,A,19.73,1|2|2|2,1|1|2|2,1|1|1|1
A_0030,A,20.15,2|2|1|2,2|1|1|1,2|1|1|2
A_0031,A,20.66,2|2|2|1,2|1|1|2,1|2|1|1
A_0032,A,21.73,2|2|2|2,1|2|1|1,2|1|1|2
A_0033,A,21.92,1|2|1|1,1|1|1|1,1|1|1|2
A_0034,A,22.02,1|1|2|1,1|1|2|2,2|1|2|2
A_0035,A,23.97,1|2|2|1,1|2|2|2,2|1|2|1
A_0036,A,24.5,1|2|1|2,1|2|1|2,1|2|2|2
A_0037,A,24.53,2|2|1|1,2|2|1|1,2|2|1|2
A_0038,A,26.57,2|2|2|2,2|2|1|2,2|1|1|1
A_0039,A,26.68,2|1|2|2,2|1|2|2,1|1|1|1
A_0040,A,26.75,1|1|1|1,1|2|2|1,2|1|2|2
A_0041,A,27.78,1|2|1|2,2|1|2|2,1|2|2|1
A_0042,A,28.3,1|1|2|1,1|1|1|1,1|1|1|2
A_0043,A,28.88,1|1|2|2,1|1|1|1,1|1|2|1
A_0044,A,29.78,2|1|1|2,1|2|1|1,2|2|1|2
A_0045,A,30.33,2|1|1|2,2|2|2|1,2|1|2|2
A_0046,A,30.64,2|1|1|1,2|1|2|1,2|2|2|2
A_0047,A,30.77,2|2|1|1,1|2|2|2,2|1|1|2
A_0048,A,31.03,2|1|1|1,2|2|1|1,2|1|1|2
A_0049,A,31.3,1|1|1|1,2|1|1|1,2|2|2|2
A_0050,A,32.55,2|2|2|2,2|1|2|1,1|1|2|1
A_0051,A,32.94,2|2|1|2,1|2|1|2,2|2|2|2
A_0052,A,34.83,1|1|2|2,1|2|1|2,1|2|2|1
A_0053,A,35.53,1|1|2|2,1|2|1|1,2|1|1|1
A_0054,A,36.19,1|2|1|2,2|1|2|1,2|1|1|1
A_0055,A,37.43,1|1|1|1,2|1|1|2,1|2|1|2
A_0056,A,37.8,2|2|2|2,2|2|2|2,1|2|1|1
A_0057,A,39.04,2|2|1|1,2|2|1|1,1|2|2|2
A_0058,A,39.28,1|1|1|1,1|1|2|1,1|2|1|1
A_0059,A,41.81,2|1|2|2,1|1|2|1,1|2|2|2
A_0060,A,41.94,1|1|1|1,1|2|1|1,2|2|1|2
A_0061,A,42.21,1|2|1|2,2|2|1|1,1|2|1|2
A_0062,A,43.2,1|1|1|2,2|1|1|1,2|1|2|1
A_0063,A,44.51,1|1|1|1,1|2|1|1,2|1|1|1
A_0064,A,44.72,1|2|1|2,2|1|1|1,2|1|2|1
A_0065,A,45.71,2|1|2|1,2|1|1|2,1|1|2|2
A_0066,A,47.05,2|1|2|1,2|1|1|2,1|1|2|1
A_0067,A,47.12,1|1|1|2,1|1|1|2,2|2|2|1
A_0068,A,47.84,2|2|1|1,2|1|2|1,2|2|1|2
A_0069,A,51.89,1|2|2|1,1|2|1|1,1|1|1|2
A_0070,A,52.12,2|2|2|2,2|2|2|1,2|2|1|1
A_0071,A,53.11,2|1|1|2,2|1|2|1,2|2|1|2
A_0072,A,53.75,2|2|1|1,2|2|1|2,1|1|2|1
A_0073,A,54.18,1|1|2|1,2|1|2|1,2|2|1|2
A_0074,A,55.24,2|2|2|1,1|2|1|1,1|1|2|2
A_0075,A,55.37,2|2|2|2,1|1|1|1,2|1|1|2
A_0076,A,55.97,1|1|1|2,1|2|1|2,1|1|1|2
A_0077,A,57.17,2|1|1|2,1|1|1|2,1|2|2|2
A_0078,A,61.68,1|2|2|1,1|1|1|1,2|2|1|2
A_0079,A,64.06,1|2|2|2,1|1|2|1,2|2|1|1
A_0080,A,66.11,1|1|1|1,1|1|2|2,2|2|2|2
A_0081,A,66.87,2|2|1|1,1|2|2|2,1|2|1|2
A_0082,A,66.87,1|2|2|2,2|2|1|2,2|2|2|1
A_0083,A,67.27,2|2|2|1,2|1|2|1,2|1|1|1
A_0084,A,69.61,1|2|2|2,1|1|2|2,2|1|1|2
A_0085,A,70.33,1|1|2|1,1|2|1|1,2|1|2|2
A_0086,A,72.92,1|1|2|2,2|2|1|2,2|1|1|1
A_0087,A,73.3,2|1|1|1,2|1|2|2,2|2|1|2
A_0088,A,73.53,2|1|2|2,1|2|1|1,1|1|2|1
A_0089,A,74.92,2|2|2|2,2|1|2|2,1|2|1|1
A_0090,A,75.23,1|1|1|1,2|2|2|2,2|1|2|1
A_0091,A,75.24,2|1|1|1,1|1|1|1,2|2|1|1
A_0092,A,76.19,1|2|2|1,1|1|1|2,2|2|2|2
A_0093,A,76.26,2|1|1|1,1|2|2|2,2|1|2|1
A_0094,A,77.49,1|1|2|2,2|1|2|1,1|2|2|1
A_0095,A,78.22,1|1|2|1,1|1|2|1,1|1|1|1
A_0096,A,78.66,1|2|1|2,2|2|2|2,1|2|1|1
A_0097,A,81.0,2|2|2|2,1|2|2|1,2|2|2|2
A_0098,A,81.33,1|2|2|1,2|2|2|2,2|2|1|1
A_0099,A,83.59,1|2|1|2,2|1|1|1,2|1|1|1
A_0100,A,83.68,1|1|1|2,2|1|1|1,1|2|2|1
A_0101,A,85.7,2|2|2|2,2|2|1|2,1|2|2|2
A_0102,A,85.97,2|2|2|1,1|1|1|1,1|1|1|2
A_0103,A,86.56,2|2|1|1,2|1|2|1,2|1|2|2
A_0104,A,88.05,1|1|1|1,2|1|1|2,1|1|1|1
A_0105,A,88.96,1|2|1|1,1|1|1|2,2|2|2|1
A_0106,A,90.69,1|1|1|2,1|2|1|2,2|1|2|1
A_0107,A,91.93,1|2|2|1,2|2|1|2,2|2|1|1
A_0108,A,92.62,2|2|2|2,2|2|2|1,1|2|1|1
A_0109,A,93.75,1|1|2|1,1|1|2|2,1|2|1|2
A_0110,A,95.49,2|1|1|1,2|1|2|2,2|2|2|2
A_0111,A,95.85,2|2|2|1,1|2|1|1,2|2|2|2
A_0112,A,95.97,1|2|1|2,2|1|1|2,2|1|1|1
A_0113,A,96.93,1|1|1|2,2|2|2|2,2|2|1|2
A_0114,A,97.01,1|1|2|2,1|1|2|2,1|1|1|2
A_0115,A,97.49,1|2|2|2,1|2|1|2,2|1|1|2
A_0116,A,97.86,2|1|1|1,1|2|2|1,1|2|2|2
A_0117,A,98.29,1|2|1|2,2|1|2|1,2|2|1|2
A_0118,A,98.44,2|2|1|1,1|2|2|1,2|2|2|1
A_0119,A,99.69,2|2|1|2,1|1|1|1,1|1|1|1
A_0120,A,99.93,2|1|2|1,1|2|1|1,2|1|1|1
PolyOrigin-PolyAncestry,ancestralgenotype
population,parentindex,parent,stateindex,state
1,1,A,1,1-1-1-1
1,1,A,2,1-1-1-2
1,1,A,3,1-1-1-3
1,1,A,4,1-1-1-4
1,1,A,5,1-1-2-2
1,1,A,6,1-1-2-3
1,1,A,7,1-1-2-4
1,1,A,8,1-1-3-3
1,1,A,9,1-1-3-4
1,1,A,10,1-1-4-4
1,1,A,11,1-2-2-2
1,1,A,12,1-2-2-3
1,1,A,13,1-2-2-4
1,1,A,14,1-2-3-3
1,1,A,15,1-2-3-4
1,1,A,16,1-2-4-4
1,1,A,17,1-3-3-3
1,1,A,18,1-3-3-4
1,1,A,19,1-3-4-4
1,1,A,20,1-4-4-4
1,1,A,21,2-2-2-2
1,1,A,22,2-2-2-3
1,1,A,23,2-2-2-4
1,1,A,24,2-2-3-3
1,1,A,25,2-2-3-4
1,1,A,26,2-2-4-4
1,1,A,27,2-3-3-3
1,1,A,28,2-3-3-4
1,1,A,29,2-3-4-4
1,1,A,30,2-4-4-4
1,1,A,31,3-3-3-3
1,1,A,32,3-3-3-4
1,1,A,33,3-3-4-4
1,1,A,34,3-4-4-4
1,1,A,35,4-4-4-4
2,1|2,A|B,1,1-1-5-5
2,1|2,A|B,2,1-1-5-6
2,1|2,A|B,3,1-1-5-7
2,1|2,A|B,4,1-1-5-8
2,1|2,A|B,5,1-1-6-6
2,1|2,A|B,6,1-1-6-7
2,1|2,A|B,7,1-1-6-8
2,1|2,A|B,8,1-1-7-7
2,1|2,A|B,9,1-1-7-8
2,1|2,A|B,10,1-1-8-8
2,1|2,A|B,11,1-2-5-5
2,1|2,A|B,12,1-2-5-6
2,1|2,A|B,13,1-2-5-7
2,1|2,A|B,14,1-2-5-8
2,1|2,A|B,15,1-2-6-6
2,1|2,A|B,16,1-2-6-7
2,1|2,A|B,17,1-2-6-8
2,1|2,A|B,18,1-2-7-7
2,1|2,A|B,19,1-2-7-8
2,1|2,A|B,20,1-2-8-8
2,1|2,A|B,21,1-3-5-5
2,1|2,A|B,22,1-3-5-6
2,1|2,A|B,23,1-3-5-7
2,1|2,A|B,24,1-3-5-8
2,1|2,A|B,25,1-3-6-6
2,1|2,A|B,26,1-3-6-7
2,1|2,A|B,27,1-3-6-8
2,1|2,A|B,28,1-3-7-7
2,1|2,A|B,29,1-3-7-8
2,1|2,A|B,30,1-3-8-8
2,1|2,A|B,31,1-4-5-5
2,1|2,A|B,32,1-4-5-6
2,1|2,A|B,33,1-4-5-7
2,1|2,A|B,34,1-4-5-8
2,1|2,A|B,35,1-4-6-6
2,1|2,A|B,36,1-4-6-7
2,1|2,A|B,37,1-4-6-8
2,1|2,A|B,38,1-4-7-7
2,1|2,A|B,39,1-4-7-8
2,1|2,A|B,40,1-4-8-8
2,1|2,A|B,41,2-2-5-5
2,1|2,A|B,42,2-2-5-6
2,1|2,A|B,43,2-2-5-7
2,1|2,A|B,44,2-2-5-8
2,1|2,A|B,45,2-2-6-6
2,1|2,A|B,46,2-2-6-7
2,1|2,A|B,47,2-2-6-8
2,1|2,A|B,48,2-2-7-7
2,1|2,A|B,49,2-2-7-8
2,1|2,A|B,50,2-2-8-8
2,1|2,A|B,51,2-3-5-5
2,1|2,A|B,52,2-3-5-6
2,1|2,A|B,53,2-3-5-7
2,1|2,A|B,54,2-3-5-8
2,1|2,A|B,55,2-3-6-6
2,1|2,A|B,56,2-3-6-7
2,1|2,A|B,57,2-3-6-8
2,1|2,A|B,58,2-3-7-7
2,1|2,A|B,59,2-3-7-8
2,1|2,A|B,60,2-3-8-8
2,1|2,A|B,61,2-4-5-5
2,1|2,A|B,62,2-4-5-6
2,1|2,A|B,63,2-4-5-7
2,1|2,A|B,64,2-4-5-8
2,1|2,A|B,65,2-4-6-6
2,1|2,A|B,66,2-4-6-7
2,1|2,A|B,67,2-4-6-8
2,1|2,A|B,68,2-4-7-7
2,1|2,A|B,69,2-4-7-8
2,1|2,A|B,70,2-4-8-8
2,1|2,A|B,71,3-3-5-5
2,1|2,A|B,72,3-3-5-6
2,1|2,A|B,73,3-3-5-7
2,1|2,A|B,74,3-3-5-8
2,1|2,A|B,75,3-3-6-6
2,1|2,A|B,76,3-3-6-7
2,1|2,A|B,77,3-3-6-8
2,1|2,A|B,78,3-3-7-7
2,1|2,A|B,79,3-3-7-8
2,1|2,A|B,80,3-3-8-8
2,1|2,A|B,81,3-4-5-5
2,1|2,A|B,82,3-4-5-6
2,1|2,A|B,83,3-4-5-7
2,1|2,A|B,84,3-4-5-8
2,1|2,A|B,85,3-4-6-6
2,1|2,A|B,86,3-4-6-7
2,1|2,A|B,87,3-4-6-8
2,1|2,A|B,88,3-4-7-7
2,1|2,A|B,89,3-4-7-8
2,1|2,A|B,90,3-4-8-8
2,1|2,A|B,91,4-4-5-5
2,1|2,A|B,92,4-4-5-6
2,1|2,A|B,93,4-4-5-7
2,1|2,A|B,94,4-4-5-8
2,1|2,A|B,95,4-4-6-6
2,1|2,A|B,96,4-4-6-7
2,1|2,A|B,97,4-4-6-8
2,1|2,A|B,98,4-4-7-7
2,1|2,A|B,99,4-4-7-8
2,1|2,A|B,100,4-4-8-8
3,1|3,A|C,1,1-1-5-5
3,1|3,A|C,2,1-1-5-6
3,1|3,A|C,3,1-1-5-7
3,1|3,A|C,4,1-1-5-8
3,1|3,A|C,5,1-1-6-6
3,1|3,A|C,6,1-1-6-7
3,1|3,A|C,7,1-1-6-8
3,1|3,A|C,8,1-1-7-7
3,1|3,A|C,9,1-1-7-8
3,1|3,A|C,10,1-1-8-8
3,1|3,A|C,11,1-2-5-5
3,1|3,A|C,12,1-2-5-6
3,1|3,A|C,13,1-2-5-7
3,1|3,A|C,14,1-2-5-8
3,1|3,A|C,15,1-2-6-6
3,1|3,A|C,16,1-2-6-7
3,1|3,A|C,17,1-2-6-8
3,1|3,A|C,18,1-2-7-7
3,1|3,A|C,19,1-2-7-8
3,1|3,A|C,20,1-2-8-8
3,1|3,A|C,21,1-3-5-5
3,1|3,A|C,22,1-3-5-6
3,1|3,A|C,23,1-3-5-7
3,1|3,A|C,24,1-3-5-8
3,1|3,A|C,25,1-3-6-6
3,1|3,A|C,26,1-3-6-7
3,1|3,A|C,27,1-3-6-8
3,1|3,A|C,28,1-3-7-7
3,1|3,A|C,29,1-3-7-8
3,1|3,A|C,30,1-3-8-8
3,1|3,A|C,31,1-4-5-5
3,1|3,A|C,32,1-4-5-6
3,1|3,A|C,33,1-4-5-7
3,1|3,A|C,34,1-4-5-8
3,1|3,A|C,35,1-4-6-6
3,1|3,A|C,36,1-4-6-7
3,1|3,A|C,37,1-4-6-8
3,1|3,A|C,38,1-4-7-7
3,1|3,A|C,39,1-4-7-8
3,1|3,A|C,40,1-4-8-8
3,1|3,A|C,41,2-2-5-5
3,1|3,A|C,42,2-2-5-6
3,1|3,A|C,43,2-2-5-7
3,1|3,A|C,44,2-2-5-8
3,1|3,A|C,45,2-2-6-6
3,1|3,A|C,46,2-2-6-7
3,1|3,A|C,47,2-2-6-8
3,1|3,A|C,48,2-2-7-7
3,1|3,A|C,49,2-2-7-8
3,1|3,A|C,50,2-2-8-8
3,1|3,A|C,51,2-3-5-5
3,1|3,A|C,52,2-3-5-6
3,1|3,A|C,53,2-3-5-7
3,1|3,A|C,54,2-3-5-8
3,1|3,A|C,55,2-3-6-6
3,1|3,A|C,56,2-3-6-7
3,1|3,A|C,57,2-3-6-8
3,1|3,A|C,58,2-3-7-7
3,1|3,A|C,59,2-3-7-8
3,1|3,A|C,60,2-3-8-8
3,1|3,A|C,61,2-4-5-5
3,1|3,A|C,62,2-4-5-6
3,1|3,A|C,63,2-4-5-7
3,1|3,A|C,64,2-4-5-8
3,1|3,A|C,65,2-4-6-6
3,1|3,A|C,66,2-4-6-7
3,1|3,A|C,67,2-4-6-8
3,1|3,A|C,68,2-4-7-7
3,1|3,A|C,69,2-4-7-8
3,1|3,A|C,70,2-4-8-8
3,1|3,A|C,71,3-3-5-5
3,1|3,A|C,72,3-3-5-6
3,1|3,A|C,73,3-3-5-7
3,1|3,A|C,74,3-3-5-8
3,1|3,A|C,75,3-3-6-6
3,1|3,A|C,76,3-3-6-7
3,1|3,A|C,77,3-3-6-8
3,1|3,A|C,78,3-3-7-7
3,1|3,A|C,79,3-3-7-8
3,1|3,A|C,80,3-3-8-8
3,1|3,A|C,81,3-4-5-5
3,1|3,A|C,82,3-4-5-6
3,1|3,A|C,83,3-4-5-7
3,1|3,A|C,84,3-4-5-8
3,1|3,A|C,85,3-4-6-6
3,1|3,A|C,86,3-4-6-7
3,1|3,A|C,87,3-4-6-8
3,1|3,A|C,88,3-4-7-7
3,1|3,A|C,89,3-4-7-8
3,1|3,A|C,90,3-4-8-8
3,1|3,A|C,91,4-4-5-5
3,1|3,A|C,92,4-4-5-6
3,1|3,A|C,93,4-4-5-7
3,1|3,A|C,94,4-4-5-8
3,1|3,A|C,95,4-4-6-6
3,1|3,A|C,96,4-4-6-7
3,1|3,A|C,97,4-4-6-8
3,1|3,A|C,98,4-4-7-7
3,1|3,A|C,99,4-4-7-8
3,1|3,A|C,100,4-4-8-8
4,2|3,B|C,1,1-1-5-5
4,2|3,B|C,2,1-1-5-6
4,2|3,B|C,3,1-1-5-7
4,2|3,B|C,4,1-1-5-8
4,2|3,B|C,5,1-1-6-6
4,2|3,B|C,6,1-1-6-7
4,2|3,B|C,7,1-1-6-8
4,2|3,B|C,8,1-1-7-7
4,2|3,B|C,9,1-1-7-8
4,2|3,B|C,10,1-1-8-8
4,2|3,B|C,11,1-2-5-5
4,2|3,B|C,12,1-2-5-6
4,2|3,B|C,13,1-2-5-7
4,2|3,B|C,14,1-2-5-8
4,2|3,B|C,15,1-2-6-6
4,2|3,B|C,16,1-2-6-7
4,2|3,B|C,17,1-2-6-8
4,2|3,B|C,18,1-2-7-7
4,2|3,B|C,19,1-2-7-8
4,2|3,B|C,20,1-2-8-8
4,2|3,B|C,21,1-3-5-5
4,2|3,B|C,22,1-3-5-6
4,2|3,B|C,23,1-3-5-7
4,2|3,B|C,24,1-3-5-8
4,2|3,B|C,25,1-3-6-6
4,2|3,B|C,26,1-3-6-7
4,2|3,B|C,27,1-3-6-8
4,2|3,B|C,28,1-3-7-7
4,2|3,B|C,29,1-3-7-8
4,2|3,B|C,30,1-3-8-8
4,2|3,B|C,31,1-4-5-5
4,2|3,B|C,32,1-4-5-6
4,2|3,B|C,33,1-4-5-7
4,2|3,B|C,34,1-4-5-8
4,2|3,B|C,35,1-4-6-6
4,2|3,B|C,36,1-4-6-7
4,2|3,B|C,37,1-4-6-8
4,2|3,B|C,38,1-4-7-7
4,2|3,B|C,39,1-4-7-8
4,2|3,B|C,40,1-4-8-8
4,2|3,B|C,41,2-2-5-5
4,2|3,B|C,42,2-2-5-6
4,2|3,B|C,43,2-2-5-7
4,2|3,B|C,44,2-2-5-8
4,2|3,B|C,45,2-2-6-6
4,2|3,B|C,46,2-2-6-7
4,2|3,B|C,47,2-2-6-8
4,2|3,B|C,48,2-2-7-7
4,2|3,B|C,49,2-2-7-8
4,2|3,B|C,50,2-2-8-8
4,2|3,B|C,51,2-3-5-5
4,2|3,B|C,52,2-3-5-6
4,2|3,B|C,53,2-3-5-7
4,2|3,B|C,54,2-3-5-8
4,2|3,B|C,55,2-3-6-6
4,2|3,B|C,56,2-3-6-7
4,2|3,B|C,57,2-3-6-8
4,2|3,B|C,58,2-3-7-7
4,2|3,B|C,59,2-3-7-8
4,2|3,B|C,60,2-3-8-8
4,2|3,B|C,61,2-4-5-5
4,2|3,B|C,62,2-4-5-6
4,2|3,B|C,63,2-4-5-7
4,2|3,B|C,64,2-4-5-8
4,2|3,B|C,65,2-4-6-6
4,2|3,B|C,66,2-4-6-7
4,2|3,B|C,67,2-4-6-8
4,2|3,B|C,68,2-4-7-7
4,2|3,B|C,69,2-4-7-8
4,2|3,B|C,70,2-4-8-8
4,2|3,B|C,71,3-3-5-5
4,2|3,B|C,72,3-3-5-6
4,2|3,B|C,73,3-3-5-7
4,2|3,B|C,74,3-3-5-8
4,2|3,B|C,75,3-3-6-6
4,2|3,B|C,76,3-3-6-7
4,2|3,B|C,77,3-3-6-8
4,2|3,B|C,78,3-3-7-7
4,2|3,B|C,79,3-3-7-8
4,2|3,B|C,80,3-3-8-8
4,2|3,B|C,81,3-4-5-5
4,2|3,B|C,82,3-4-5-6
4,2|3,B|C,83,3-4-5-7
4,2|3,B|C,84,3-4-5-8
4,2|3,B|C,85,3-4-6-6
4,2|3,B|C,86,3-4-6-7
4,2|3,B|C,87,3-4-6-8
4,2|3,B|C,88,3-4-7-7
4,2|3,B|C,89,3-4-7-8
4,2|3,B|C,90,3-4-8-8
4,2|3,B|C,91,4-4-5-5
4,2|3,B|C,92,4-4-5-6
4,2|3,B|C,93,4-4-5-7
4,2|3,B|C,94,4-4-5-8
4,2|3,B|C,95,4-4-6-6
4,2|3,B|C,96,4-4-6-7
4,2|3,B|C,97,4-4-6-8
4,2|3,B|C,98,4-4-7-7
4,2|3,B|C,99,4-4-7-8
4,2|3,B|C,100,4-4-8-8
PolyOrigin-PolyAncestry,genoprob
marker,chromosome,position,AxA0001,AxA0002,AxA0003,AxA0004,AxA0005,AxA0006,AxA0007,AxA0008,AxA0009,AxA0010,AxB0001,AxB0002,AxB0003,AxB0004,AxB0005,AxB0006,AxB0007,AxB0008,AxB0009,AxB0010,AxC0001,AxC0002,AxC0003,AxC0004,AxC0005,AxC0006,AxC0007,AxC0008,AxC0009,AxC0010,BxC0001,BxC0002,BxC0003,BxC0004,BxC0005,BxC0006,BxC0007,BxC0008,BxC0009,BxC0010
